Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Inspect TypeA,Inspect TypeB,Other TypeA,Other TypeB,Complaint Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340315372,STORYBOOK COTTAGE,"WARTHAN, BETTY & JAMES, & WITT, SHIRLEY","MCCARTNEY, SHIRLEY",(916) 971-1041,1940 MORSE AVE.,SACRAMENTO,CA,95825,SACRAMENTO,3,90,LICENSED,5/1/1991,,6/13/2019,4,11,5,20,0,6,1,3,6/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615007,STORYBOOK COTTAGE,"STORYBOOK COTTAGE, INC.","POUNDS, MAXINE",(916) 371-4644,2475 HIGGINS ROAD,WEST SACRAMENTO,CA,95691,SACRAMENTO,53,129,LICENSED,5/7/2008,,2/11/2019,3,9,6,18,0,0,2,0,2/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343606977,STRAUCH CHILD DEVELOPMENT CENTER,TWIN RIVER UNIFIED SCHOOL DISTRICT,"HANNEMAN, AXEL",(916) 263-8477,3141 NORTHSTEAD DR.,SACRAMENTO,CA,95833,SACRAMENTO,3,60,LICENSED,8/16/2001,,8/23/2016,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615514,ST. CHARLES BORROMEO SCHOOL PRE-K,ROMAN CATHOLIC BISHOP OF SACRAMENTO,LEAH QUACKENBUSH,(916) 421-6189,7580 CENTER PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,3,30,LICENSED,10/28/2008,,1/11/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615248,ST. ELIZABETH ANN SETON PRESCHOOL,ROMAN CATHOLIC BISHOP OF SACRAMENTO,"GREENE, MARCIA",(916) 684-7903,9539 RACQUET COURT,ELK GROVE,CA,95758,SACRAMENTO,53,72,LICENSED,8/5/2008,,12/7/2018,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616399,ST. IGNATIUS PARISH PRESCHOOL,ROMAN CATHOLIC BISHOP OF SACRAMENTO,"DEL PIERO, BECKY",(916) 488-3907,3235 ARDEN WAY,SACRAMENTO,CA,95825,SACRAMENTO,3,36,LICENSED,8/18/2010,,7/26/2019,4,0,0,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300649,ST. MARK'S PRESCHOOL,ST. MARK'S UNITED METHODIST CHURCH,"ANDREWS, ELIZABETH",(916) 485-6509,2391 ST. MARKS'S WAY,SACRAMENTO,CA,95864,SACRAMENTO,3,25,CLOSED,2/25/1971,6/22/2016,9/17/2015,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621815,ST. MARY PRESCHOOL,ST. MARY PRESCHOOL,"LOPEZ, CHRISTINA",(916) 452-1100,1351 58TH STREET,SACRAMENTO,CA,95819,SACRAMENTO,3,32,LICENSED,7/28/2017,,7/18/2019,2,0,2,4,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622734,ST. MEL PRESCHOOL,ST. MEL PRESCHOOL,"DELUCA, KATHRYN",(916) 967-3105,4745 PENNSYLVANIA AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,15,LICENSED,12/11/2018,,5/20/2019,0,0,4,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300650,ST. MICHAEL'S EPISCOPAL SCHOOL,ST. MICHAEL'S EPISCOPAL CHURCH,"CONKLE, MARTY",(916) 485-3418,2140 MISSION AVE,CARMICHAEL,CA,95608,SACRAMENTO,3,43,LICENSED,6/12/1973,,9/25/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616406,ST. PATRICK SUCCEED ACADEMY PRESCHOOL,ROMAN CATHOLIC BISHOP OF SACRAMENTO,"FIFFICK, JULIA",(916) 421-4963,5945 FRANKLIN BLVD,SACRAMENTO,CA,95824,SACRAMENTO,3,54,LICENSED,9/13/2010,,4/24/2018,2,3,2,7,0,0,0,0,6/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340320556,ST. PETER'S LUTHERAN SCHOOL,ST. PETER'S LUTHERAN CHURCH,KRISTIN PUCCINELLI,(916) 689-3050,8701 ELK GROVE-FLORIN ROAD,ELK GROVE,CA,95624,SACRAMENTO,53,60,LICENSED,10/1/1993,,11/15/2018,3,0,0,3,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616738,SUMMIT CHRISTIAN SCHOOL,SUMMIT CHRISTIAN SCHOOL,"SANCTUARY, AMY",(916) 536-9307,5010 HAZEL AVE,FAIR OAKS,CA,95628,SACRAMENTO,3,60,LICENSED,8/19/2011,,1/9/2019,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343608246,SUNDANCE MONTESSORI,"SUNDANCE MONTESSORI, INC",BRENDA RIOS,(916) 985-6034,216 NATOMA STREET,FOLSOM,CA,95630,SACRAMENTO,3,45,CLOSED,1/27/2003,9/21/2017,1/16/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622013,"SUNDANCE MONTESSORI SCHOOL, INC.","HOLDEN, DOREEN","HOLDEN, DOREEN",(916) 985-6034,216 NATOMA STREET,FOLSOM,CA,95630,SACRAMENTO,3,60,LICENSED,11/21/2017,,5/17/2018,0,0,2,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614523,SUNRISE COMMUNITY CHURCH PRESCHOOL,SUNRISE COMMUNITY CHURCH,TRINITY WOOTEN,(916) 726-4642,8321 GREENBACK LN,FAIR OAKS,CA,95628,SACRAMENTO,3,44,LICENSED,8/31/2007,,2/21/2019,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340318058,SUNRISE STATE PRESCHOOL,SAN JUAN UNIFIED SCHOOL DISTRICT,GERI HODGES,(916) 971-5220,7322 SUNRISE BLVD.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,77,LICENSED,9/23/1992,,12/18/2018,2,0,1,3,0,0,1,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616875,SUNSHINE ACADEMY,"LEWIS, LOUVENIA","LEWIS, LOUVENIA",(209) 595-1875,3340 MARYSVILLE BLVD. #B,SACRAMENTO,CA,95838,SACRAMENTO,3,30,CLOSED,12/12/2011,6/4/2018,8/23/2017,1,1,5,7,1,1,3,6,8/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622220,SUNSHINE ACADEMY,SUNSHINE ACADEMY,"MCCRAY, JENNIFER",(209) 595-1875,2452 DEL PASO BLVD,SACRAMENTO,CA,95815,SACRAMENTO,3,30,LICENSED,6/4/2018,,7/26/2019,1,1,10,12,2,8,8,7,1/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340317932,SUSAN B. ANTHONY PRESCHOOL,SCUSD CHILD DEVELOPMENT,"TA, HA",(916) 399-5266,7864 DETROIT,SACRAMENTO,CA,95832,SACRAMENTO,3,47,LICENSED,6/16/1992,,1/20/2017,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340305266,"SUTTERVILLE PRESCHOOL, INC.","SUTTERVILLE PRESCHOOL, INC.","TOZER, KIM",(916) 455-9420,5520 GILGUNN WAY,SACRAMENTO,CA,95822,SACRAMENTO,3,40,LICENSED,5/17/1982,,2/2/2018,2,0,1,3,0,3,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343605845,THEODORE JUDAH,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"BARGER, SABRINA",(916) 983-4469,101 DEAN WAY ROOM #19,FOLSOM,CA,95630,SACRAMENTO,3,30,LICENSED,8/31/2000,,2/14/2018,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617373,TIAMORE CHILDREN'S CENTER,"VISTICA, KRISANN E.","VISTICA, KRISANN",(916) 717-2885,8344 MADISON AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,30,LICENSED,4/8/2013,,5/3/2019,4,0,0,4,1,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614516,TINY SCHOLARS ACADEMY,R,"MACKLIN,APRIL",(916) 564-2095,1593 WATERWHEEL DR.,SACRAMENTO,CA,95833,SACRAMENTO,3,71,LICENSED,8/27/2007,,5/31/2019,0,5,13,18,2,5,1,0,11/21/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340320010,TOT TOWN CHILD DEVELOPMENT CENTER,"ENNIS, NANCY AND COLEMAN, CYNTHIA",NANCY J. ENNIS,(916) 443-3156,2001 10TH STREET,SACRAMENTO,CA,95818,SACRAMENTO,3,75,LICENSED,3/24/1993,,7/31/2018,2,1,0,3,0,5,0,0,5/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620505,TOTS OF LOVE,"SIMPSON, VANESSA",COURTNEY WILLIAMS,(916) 689-8687,5619 MARCONI AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,24,LICENSED,9/15/2015,,8/6/2019,1,2,7,10,0,0,3,2,8/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622630,TOTS OF LOVE - CITRUS HEIGHTS,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC","WILLIAMS, COURTNEY",(916) 689-8687,7312 ANTELOPE ROAD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,89,LICENSED,12/26/2018,,8/22/2019,0,1,4,5,0,0,1,1,5/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621414,TOTS OF LOVE - ELK GROVE WEST,TOTS OF LOVE CHILD DEVELOPMENT LLC,"WILLIAMS, COURTNEY",(916) 689-8687,"3151 DWIGHT ROAD, SUITE 400",ELK GROVE,CA,95758,SACRAMENTO,53,37,LICENSED,12/19/2016,,7/30/2019,1,7,13,21,1,5,3,3,4/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617231,TOWN AND COUNTRY PRESCHOOL,"CHILDCARE CENTER INVESTORS, INC.",JESSICA TURNER,(916) 487-2036,2550 BELPORT LANE,SACRAMENTO,CA,95821,SACRAMENTO,3,55,LICENSED,11/1/2012,,8/22/2019,4,20,8,32,0,6,3,7,10/16/2018,3,0,0,1,2,11/25/2014,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343609340,TREEHOUSE LEARNING CENTER-ELSIE,"NOAH'S ARK PRESCHOOLS, INC.","FAULK, MARCIA",(916) 689-8889,7610 ELSIE AVE.,SACRAMENTO,CA,95828,SACRAMENTO,3,75,LICENSED,2/11/2004,,1/10/2019,3,3,8,14,2,1,3,1,12/23/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340302706,TRINITY TOTS,TRINITY CHURCH INCORPORATED,DONNA FRANK,(916) 331-7377,5225 HILLSDALE BLVD.,SACRAMENTO,CA,95842,SACRAMENTO,3,153,LICENSED,1/31/1979,,8/15/2018,1,0,2,3,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614462,TRIUMPH CENTER FOR EARLY CHILDHOOD EDUCATION,ST. HOPE PUBLIC SCHOOLS,"DOWKES, AMEE",(916) 731-8200,4104 MARTIN LUTHER KING JR. BL,SACRAMENTO,CA,95820,SACRAMENTO,3,86,CLOSED,8/28/2007,6/30/2017,2/6/2017,1,0,3,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622428,TRUSD- VILLAGE PRESCHOOL CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,RALA DAYAL,(916) 566-3485,6845 LARCHMONT DRIVE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,41,LICENSED,8/16/2018,,7/13/2018,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343600826,TUTOR TIME,"J & M CHILDCARE, INC.",MARILYN KUEHN,(916) 965-3190,4858 SAN JUAN AVE,FAIR OAKS,CA,95628,SACRAMENTO,3,106,CLOSED,4/7/1995,7/31/2015,7/10/2015,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343616385,UNION HOUSE ELEMENTARY SCHOOL,ELK GROVE UNIFIED SCHOOL DISTRICT,"MEYERSON, LINDA",(916) 424-9201,7850 DEER CREEK DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,3,24,LICENSED,8/20/2010,,1/3/2018,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340315188,VILLAGE MONTESSORI SCHOOL,"WILLIS, LISA & AUERNING, ERIN","WILLIS, LISA/AUERING, ERIN",(916) 488-6500,5033 FAIR OAKS BLVD,CARMICHAEL,CA,95608,SACRAMENTO,3,128,LICENSED,4/4/1991,,4/23/2019,3,0,1,4,0,6,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621719,VINELAND PRESCHOOL,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"CUNNION, ELIZABETH",(916) 566-1616,6450 20TH STREET,RIO LINDA,CA,95673,SACRAMENTO,3,30,LICENSED,7/11/2017,,7/11/2017,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343621206,VINEYARD MONTESSORI,"VINEYARD MONTESSORI, INC.","GREEN, JULIE",(916) 690-0810,8827 GERBER ROAD,SACRAMENTO,CA,95828,SACRAMENTO,3,94,LICENSED,6/26/2017,,7/17/2019,1,0,3,4,1,2,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343622429,WAKING THE VILLAGE,WAKING THE VILLAGE,"RAINES, BLITHE",(916) 925-6673,1949 BELL STREET,SACRAMENTO,CA,95825,SACRAMENTO,3,30,CLOSED,,6/27/2018,,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340306403,WASHINGTON CHILDREN'S CENTER,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,"BROUGHTON, DORIS",(916) 264-4365,530 18TH STREET,SACRAMENTO,CA,95814,SACRAMENTO,3,68,LICENSED,1/13/1985,,6/8/2018,2,0,0,2,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343604126,WASHINGTON PRESCHOOL,SCUSD CHILD DEVELOPMENT,"SHARMA, REENA",(916) 264-4186,520 18TH STREET,SACRAMENTO,CA,95814,SACRAMENTO,3,24,LICENSED,9/23/1998,,6/26/2017,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343611566,WCIC-PLAYMATE CHILD DEVELOPMENT CENTER II,"WOMEN'S CIVIC IMPROVEMENT CLUB OF SACRAMENTO, INC.",DAVIS EDENAUSEGBOYE,(916) 457-8661,3555 3RD AVENUE,SACRAMENTO,CA,95817,SACRAMENTO,3,60,LICENSED,3/1/2006,,8/22/2019,2,0,1,3,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615376,WEE TYMES PLAYSCHOOL,"WEE TYMES PLAYSCHOOL, INC.","INGALLS, DANELLE",(916) 487-8411,2925 ROOT AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,30,LICENSED,8/25/2008,,7/30/2019,1,2,6,9,0,5,1,1,9/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617395,"WEST PIONEER ACADEMY, LLC","WEST PIONEER ACADEMY, LLC","MOENNING, MELISSA",(916) 723-1400,7723 OLD AUBURN ROAD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,24,CLOSED,3/4/2013,1/27/2016,9/16/2014,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614967,WHISPERING OAK MONTESSORI ACADEMY,WHISPERING OAK MONTESSORI ACADEMY INC.,"DANIELS, HASHIMAH",(916) 722-8118,8085 OAK AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,64,LICENSED,2/6/2008,,2/1/2019,3,7,4,14,3,3,0,1,6/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343620932,WHITE ROCK ELEMENTARY SCHOOL,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"SPAULDING, SANDY",(916) 363-9441,10487 WHITE ROCK ROAD #2,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,24,LICENSED,1/29/2016,,1/8/2019,1,0,1,2,0,0,0,1,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343614793,WILLIAM DAYLOR,ELK GROVE UNIFIED SCHOOL DISTRICT,"MARTENS, TOM",(916) 427-2637,6131 ORANGE AVENUE,SACRAMENTO,CA,95823,SACRAMENTO,3,24,LICENSED,10/30/2007,,11/9/2018,2,1,0,3,0,2,0,0,11/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340317936,WILLIAM LAND PRESCHOOL,SCUSD CHILD DEVELOPMENT,"DO, KIN",(916) 264-4169,2120 12 STREET,SACRAMENTO,CA,95818,SACRAMENTO,3,24,CLOSED,6/16/1992,9/9/2014,6/11/2012,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340318378,WILLIAMSON ELEMENTARY SCHOOL,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,"MEREDITH, KERILYN",(916) 635-3369,2276 BENITA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,24,LICENSED,6/22/1992,,5/8/2019,1,0,1,2,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615836,WILTON CHRISTIAN PRE-SCHOOL,WILTON BIBLE CHURCH,"GONZALES, KERRI",(916) 687-7693,9697 DILLARD ROAD,WILTON,CA,95693,SACRAMENTO,3,14,LICENSED,11/17/2009,,1/17/2019,3,0,1,4,1,9,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340300765,WONDER LAND SCHOOL,FIRST BAPTIST CHURCH OF CARMICHAEL,PAULA MARTINEZ,(916) 481-1798,3300 WALNUT AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,55,LICENSED,9/15/1972,,5/8/2019,3,1,1,5,0,1,1,0,6/5/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343605503,WOODBINE CHILDREN'S CENTER,SAC. CITY UNIFIED SCHOOL DIST. CHILD DEV. PROGRAMS,"NAIRANGU, WANGUI",(916) 433-5318,2500 52ND AVENUE,SACRAMENTO,CA,95822,SACRAMENTO,3,24,LICENSED,6/21/2000,,6/13/2019,3,0,0,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340319008,WOODLAKE STATE PRESCHOOL PORTABLE,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"FLORES-ACOSTA, REBECCA",(916) 263-8499,700 SOUTHGATE ROAD,SACRAMENTO,CA,95815,SACRAMENTO,3,24,LICENSED,7/9/1993,,1/10/2019,2,0,0,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343615108,WOODRIDGE PRESCHOOL CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,"HAYCOX,SARA",(916) 566-1670,5950 REVELSTOK DRIVE,SACRAMENTO,CA,95842,SACRAMENTO,3,94,LICENSED,6/30/2008,,11/19/2018,1,2,2,5,0,0,0,0,12/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343617621,WORLD OF FUN,"WORLD OF FUN, INC.","KENT, SHANNEL",(916) 361-6983,10455 INVESTMENT CIRCLE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,102,CLOSED,9/12/2013,12/20/2014,9/12/2013,0,0,0,0,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343604573,YMCA - COURTLAND CHILD DEVELOPMENT CENTER,YMCA OF THE EAST BAY,"SALAS, MARIA",(916) 775-4138,180 PRIMASING,COURTLAND,CA,95615,SACRAMENTO,53,43,LICENSED,5/4/1999,,5/16/2019,3,0,1,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,340311129,YMCA OF SUPERIOR CALIFORNIA- CDC PRESCHOOL,YMCA OF SUPERIOR CALIFORNIA,"FUGATE, NANCY",(916) 452-9622,2021 W STREET,SACRAMENTO,CA,95818,SACRAMENTO,3,61,LICENSED,9/17/1988,,8/20/2019,3,6,5,14,1,5,2,0,4/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY CARE CENTER,343623108,YOUNG EXPLORERS (PS),"JMD CREATION, INC.","REED, DE ANGELA M.",(408) 306-3795,"8065 ELK GROVE FLORIN RD, #150",SACRAMENTO,CA,95829,SACRAMENTO,3,60,PENDING,,,8/23/2019,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343622016,A NEW BEGINNING PRESCHOOL LEARNING CENTER,"WILLIAMS, NOVA DEE","WILLIAMS, NOVA DEE",(916) 967-7827,8540 MADISON AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,3,4,LICENSED,10/27/2017,,3/21/2019,0,1,5,6,0,0,1,2,4/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343602150,AMERICAN LEGION INFANT TODDLER HOUSE,SCUSD CHILD DEVELOPMENT,"DANIELS, MARY",(916) 277-6608,3801 BROADWAY,SACRAMENTO,CA,95817,SACRAMENTO,3,30,LICENSED,4/17/1997,,6/4/2019,2,0,1,3,0,1,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343604171,AMERICAN RIVER COLLEGE CHILDREN'S CENTER,AMERICAN RIVER COLLEGE,"KIEFER, MICHELLE",(916) 484-8651,4700 COLLEGE OAK DRIVE,SACRAMENTO,CA,95841,SACRAMENTO,3,15,LICENSED,5/6/1999,,4/30/2019,4,0,0,4,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343609290,ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.","MADDY, ELIZABETH",(916) 723-2633,7998 OLD AUBURN RD.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,32,LICENSED,10/30/2003,,9/7/2018,4,1,2,7,1,1,0,1,12/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343605671,APPLE A DAY PRESCHOOL & INFANT CENTER,"HAINES, ALICE",RAQUEL MESA,(916) 481-5400,5013 EL CAMINO,CARMICHAEL,CA,95608,SACRAMENTO,3,18,CLOSED,1/11/2001,11/1/2017,12/29/2015,1,0,0,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343617584,APPLE A DAY PRESCHOOL & INFANT CENTER,"HAINES, ALICE","HAINES, ALICE",(916) 396-4337,2921 GARFIELD AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,30,CLOSED,8/12/2013,11/1/2017,9/15/2017,1,3,1,5,0,0,0,0,9/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343621462,APPLE A DAY PRESCHOOL & INFANT CTR #1 (INF),"CHANNEY, JASWINDER","CHANNEY, JASWINDER",(916) 481-5400,5013 EL CAMINO AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,18,CLOSED,,2/16/2017,1/6/2017,0,0,2,2,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFANT CENTER,343621464,APPLE A DAY PRESCHOOL & INFANT CTR #2 (INF),"CHANNEY, JASWINDER","CHANNEY, JASWINDER",(916) 426-1888,2921 GARFIELD AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,30,CLOSED,,2/16/2017,12/21/2016,0,0,1,1,0,0,0,0,No Complaints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
